category,subcategory,year,nwoundus,nkilledter,nwoundedter,nattacks
Terrorist Group,Revolutionary Force Seven,1970,0,0,0,5
Terrorist Group,Revolutionary Forces for the Liberation of Iraq,1980,0,0,0,1
Terrorist Group,Revolutionary Front,2012,0,0,0,1
Terrorist Group,Revolutionary Front for Hatian Advancement and Progress (FRAPH),1994,0,0,0,4
Terrorist Group,Revolutionary Front for National Liberation,1983,0,0,0,6
Terrorist Group,Revolutionary Front for an Independent East Timor (FRETILIN),1989,0,0,0,1
Terrorist Group,Revolutionary Front for an Independent East Timor (FRETILIN),1992,0,0,0,1
Terrorist Group,Revolutionary Front for an Independent East Timor (FRETILIN),1995,0,0,0,2
Terrorist Group,Revolutionary Front for an Independent East Timor (FRETILIN),1996,0,0,0,2
Terrorist Group,Revolutionary Front for an Independent East Timor (FRETILIN),1997,0,0,0,5
Terrorist Group,Revolutionary Headquarters (Turkey),2009,0,1,0,1
Terrorist Group,Revolutionary Insurgent Armed Forces of Ecuador (FAIRE),2011,0,0,0,1
Terrorist Group,Revolutionary Internationalist Solidarity,1975,0,0,0,3
Terrorist Group,Revolutionary Labor Commandos,1982,0,0,0,1
Terrorist Group,Revolutionary Labor Organization,1990,0,0,0,1
Terrorist Group,Revolutionary Leninist Brigades,2000,0,0,0,1
Terrorist Group,Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece,2009,0,0,0,1
Terrorist Group,Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece,2010,0,0,0,2
Terrorist Group,Revolutionary Liberation Cells,1986,0,0,0,1
Terrorist Group,Revolutionary Militant Left organization,1985,0,0,0,1
Terrorist Group,Revolutionary Military Council,1997,0,0,0,1
Terrorist Group,Revolutionary Movement,1989,0,0,0,1
Terrorist Group,Revolutionary Movement for National Salvation (REMNASA),2015,0,0,0,3
Terrorist Group,Revolutionary Movement of People in Arms,1989,0,0,0,1
Terrorist Group,Revolutionary Nationalist Movement,1980,0,0,0,1
Terrorist Group,Revolutionary Nuclei,1996,0,0,0,1
Terrorist Group,Revolutionary Nuclei,1997,0,0,0,1
Terrorist Group,Revolutionary Nuclei,1998,0,0,0,3
Terrorist Group,Revolutionary Nuclei,1999,0,0,0,2
Terrorist Group,Revolutionary Nuclei,2000,0,0,0,5
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1979,0,0,0,7
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1980,0,0,0,11
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1981,0,0,0,24
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1982,0,0,0,23
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1983,0,0,0,4
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1984,0,0,0,15
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1985,0,0,0,6
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1986,0,0,0,5
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1987,0,0,0,7
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1988,0,0,0,6
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1989,0,0,0,5
Terrorist Group,Revolutionary Organization of People in Arms (ORPA),1990,0,0,0,4
Terrorist Group,Revolutionary Organization of Socialist Muslims,1984,0,0,0,3
Terrorist Group,Revolutionary Organization of Socialist Muslims,1985,9,0,0,2
Terrorist Group,Revolutionary Patriotic Anti-Fascist Front (FRAP),1973,0,0,0,3
Terrorist Group,Revolutionary Patriotic Anti-Fascist Front (FRAP),1975,0,0,0,40
Terrorist Group,Revolutionary Patriotic Anti-Fascist Front (FRAP),1977,0,0,0,3
Terrorist Group,Revolutionary Patriotic Anti-Fascist Front (FRAP),1978,0,0,0,3
Terrorist Group,Revolutionary People's Struggle (ELA),1976,0,0,0,3
Terrorist Group,Revolutionary People's Struggle (ELA),1979,0,0,0,3
Terrorist Group,Revolutionary People's Struggle (ELA),1981,0,0,0,3
Terrorist Group,Revolutionary People's Struggle (ELA),1982,0,0,0,10
Terrorist Group,Revolutionary People's Struggle (ELA),1985,0,0,0,1
Terrorist Group,Revolutionary People's Struggle (ELA),1986,0,0,0,12
Terrorist Group,Revolutionary People's Struggle (ELA),1987,0,0,0,6
Terrorist Group,Revolutionary People's Struggle (ELA),1988,0,0,0,11
Terrorist Group,Revolutionary People's Struggle (ELA),1989,0,0,0,14
Terrorist Group,Revolutionary People's Struggle (ELA),1990,0,0,0,4
Terrorist Group,Revolutionary People's Struggle (ELA),1991,0,0,0,3
Terrorist Group,Revolutionary People's Struggle (ELA),1992,0,0,0,2
Terrorist Group,Revolutionary People's Struggle (ELA),1994,0,0,0,14
Terrorist Group,Revolutionary People's Struggle (ELA),1995,0,0,0,2
Terrorist Group,Revolutionary Peoples Army,1973,0,0,0,2
Terrorist Group,Revolutionary Perspective,2000,0,0,0,3
Terrorist Group,Revolutionary Perspective,2001,0,0,0,1
Terrorist Group,Revolutionary Perspective,2011,0,0,0,1
Terrorist Group,Revolutionary Popular Left,1980,0,0,0,2
Terrorist Group,Revolutionary Popular Left,1981,0,0,0,2
Terrorist Group,Revolutionary Popular Left,1994,0,0,0,1
Terrorist Group,Revolutionary Popular Left,1995,0,0,0,1
Terrorist Group,Revolutionary Popular Left,1996,0,0,0,1
Terrorist Group,Revolutionary Proletarian Army,1997,0,0,0,1
Terrorist Group,Revolutionary Proletarian Initiative Nuclei (NIPR),2000,0,0,0,1
Terrorist Group,Revolutionary Proletarian Initiative Nuclei (NIPR),2001,0,0,0,1
Terrorist Group,Revolutionary Punishment Movement,2015,0,0,0,11
Terrorist Group,Revolutionary Road,1979,0,0,0,1
Terrorist Group,Revolutionary Security Apparatus,1992,0,0,0,2
Terrorist Group,Revolutionary Solidarity,1983,0,0,0,1
Terrorist Group,Revolutionary Solidarity,1988,4,0,0,1
Terrorist Group,Revolutionary Solidarity,1989,0,0,0,1
Terrorist Group,Revolutionary Solidarity,1990,0,0,0,1
Terrorist Group,Revolutionary Struggle,1997,0,0,0,1
Terrorist Group,Revolutionary Struggle,1998,0,0,0,2
Terrorist Group,Revolutionary Struggle,2003,0,0,0,1
Terrorist Group,Revolutionary Struggle,2004,0,0,0,1
Terrorist Group,Revolutionary Struggle,2005,0,0,0,2
Terrorist Group,Revolutionary Struggle,2006,0,0,0,1
Terrorist Group,Revolutionary Struggle,2007,0,0,0,1
Terrorist Group,Revolutionary Struggle,2008,0,0,0,1
Terrorist Group,Revolutionary Struggle,2009,0,0,0,11
Terrorist Group,Revolutionary Struggle,2010,0,0,0,1
Terrorist Group,Revolutionary Struggle,2014,0,0,0,1
Terrorist Group,Revolutionary Struggle,2015,0,0,0,1
Terrorist Group,Revolutionary Student Brigade,1980,0,0,0,1
Terrorist Group,Revolutionary Student Front,1973,0,0,0,3
Terrorist Group,Revolutionary United Front (RUF),1994,0,0,0,19
Terrorist Group,Revolutionary United Front (RUF),1995,0,13,0,12
Terrorist Group,Revolutionary United Front (RUF),1996,0,0,0,1
Terrorist Group,Revolutionary United Front (RUF),1998,0,0,0,6
Terrorist Group,Revolutionary United Front (RUF),1999,0,0,0,5
Terrorist Group,Revolutionary United Front (RUF),2000,0,0,0,22
Terrorist Group,Revolutionary United Front Movement,1989,3,0,0,1
Terrorist Group,Revolutionary Vanguard,1974,11,0,0,1
Terrorist Group,Revolutionary Vanguard,1975,0,0,0,1
Terrorist Group,Revolutionary Violence Units,2001,0,0,0,1
Terrorist Group,Revolutionary Voice of the People (VPR),1995,0,0,0,2
Terrorist Group,Revolutionary Worker Clandestine Union of the People Party (PROCUP),1990,0,0,0,1
Terrorist Group,Revolutionary Worker Clandestine Union of the People Party (PROCUP),1991,0,0,0,2
Terrorist Group,Revolutionary Workers Party,1977,0,0,0,2
Terrorist Group,Revolutionary Workers Party,1980,0,0,0,1
Terrorist Group,Revolutionary Workers Party,1984,0,0,0,2
Terrorist Group,Revolutionary Workers Party,1985,0,0,0,5
Terrorist Group,Revolutionary Workers Party of Bolivia (PRTB),1976,0,0,0,1
Terrorist Group,Revolutionary Workers Party of Bolivia (PRTB),1978,0,0,0,1
Terrorist Group,Revolutionary Workers Party of Bolivia (PRTB),1980,0,0,0,1
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),1978,0,0,0,6
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),1979,0,0,0,2
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),1986,0,0,0,1
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),1987,0,0,0,1
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),1988,0,0,0,4
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),1989,0,0,0,3
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),1990,0,0,0,3
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),1992,0,0,0,2
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),1998,0,0,0,1
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),2003,0,0,0,1
Terrorist Group,Revolutionary Workers' Council (Kakurokyo),2013,0,0,0,1
Terrorist Group,Rezi Rezai International Brigades,1976,0,0,0,1
Terrorist Group,Rhodesian guerillas,1979,0,0,0,1
Terrorist Group,Ricardo Franco Front (Dissident FARC),1984,0,1,4,5
Terrorist Group,Ricardo Franco Front (Dissident FARC),1985,0,0,0,53
Terrorist Group,Ricardo Franco Front (Dissident FARC),1986,0,0,0,3
Terrorist Group,Ricardo Franco Front (Dissident FARC),1988,0,0,0,1
Terrorist Group,Right Sector,2014,0,0,0,5
Terrorist Group,Right Sector,2015,0,5,5,1
Terrorist Group,Right Wing Christian extremists,1978,0,0,0,2
Terrorist Group,Right Wing Lebanese Militiamen,1979,0,0,0,1
Terrorist Group,Right Wing Vigilantes,1980,0,0,0,1
Terrorist Group,Right Wing Vigilantes,1988,0,0,0,1
Terrorist Group,Right Wing Vigilantes,1989,0,0,0,2
Terrorist Group,Right Wing Vigilantes,1990,0,0,0,1
Terrorist Group,Right-Wing Death Squad,1980,0,0,0,2
Terrorist Group,Right-Wing Death Squad,1981,0,0,0,1
Terrorist Group,Right-Wing Death Squad,1987,0,0,0,1
Terrorist Group,Right-Wing Death Squad,1988,0,0,0,3
Terrorist Group,Right-Wing Death Squad,1990,0,0,0,1
Terrorist Group,Right-Wing Death Squad,1995,0,0,0,9
Terrorist Group,Right-Wing Death Squad,1999,0,0,0,1
Terrorist Group,Right-Wing Death Squad,2000,0,0,0,1
Terrorist Group,Right-Wing Death Squad,2001,0,0,0,1
Terrorist Group,Right-Wing Group,1978,0,0,0,1
Terrorist Group,Right-Wing Group,1979,0,0,0,2
Terrorist Group,Right-Wing Group,1980,0,0,0,4
Terrorist Group,Right-Wing Group,1983,0,0,0,1
Terrorist Group,Right-Wing Group,1984,0,0,0,1
Terrorist Group,Right-Wing Group,1985,0,0,0,2
Terrorist Group,Right-Wing Group,1989,0,0,0,1
Terrorist Group,Right-Wing Group,1990,0,0,0,1
Terrorist Group,Right-Wing Group,1991,0,0,0,3
Terrorist Group,Right-Wing Group,1995,0,0,0,1
Terrorist Group,Right-Wing Group,2002,0,0,0,2
Terrorist Group,Right-Wing Gunmen,1985,0,0,0,1
Terrorist Group,Right-Wing Gunmen,1996,0,0,0,1
Terrorist Group,Right-Wing Militants,1980,0,0,0,1
Terrorist Group,Right-Wing Militants,1995,0,0,0,1
Terrorist Group,Right-Wing Militants,1997,0,0,0,1
Terrorist Group,Right-Wing National Youth Front,1980,0,0,0,1
Terrorist Group,Right-Wing Paramilitaries,1995,0,0,0,1
Terrorist Group,Right-Wing Paramilitaries,1996,0,0,0,3
Terrorist Group,Right-Wing Paramilitaries,1999,0,0,0,2
Terrorist Group,Right-Wing Paramilitaries,2000,0,0,0,1
Terrorist Group,Right-Wing Paramilitaries,2001,0,0,0,5
Terrorist Group,Right-Wing Paramilitaries,2004,0,0,0,1
Terrorist Group,Right-Wing Paramilitaries,2012,0,0,0,1
Terrorist Group,Right-Wing Paramilitaries,2017,0,0,0,3
Terrorist Group,Right-Wing Rebel Military Group,1991,0,0,0,2
Terrorist Group,Right-Wing Youths,1995,0,0,0,1
Terrorist Group,Right-wing Terrorists,1981,0,1,0,1
Terrorist Group,Right-wing Terrorists,1984,0,0,0,1
Terrorist Group,Right-wing extremists,1970,0,0,0,2
Terrorist Group,Right-wing extremists,1979,0,0,0,8
Terrorist Group,Right-wing extremists,1980,0,0,1,9
Terrorist Group,Right-wing extremists,1981,0,0,0,3
Terrorist Group,Right-wing extremists,1982,0,0,0,3
Terrorist Group,Right-wing extremists,1984,0,0,0,3
Terrorist Group,Right-wing extremists,1985,0,0,0,1
Terrorist Group,Right-wing extremists,1990,0,0,0,3
Terrorist Group,Right-wing extremists,1991,0,0,0,2
Terrorist Group,Right-wing extremists,1992,0,0,0,3
Terrorist Group,Right-wing extremists,1994,0,0,0,4
Terrorist Group,Right-wing extremists,1995,0,0,0,5
Terrorist Group,Right-wing extremists,2000,0,0,1,2
Terrorist Group,Right-wing extremists,2004,0,0,0,1
Terrorist Group,Right-wing extremists,2011,0,0,0,5
Terrorist Group,Right-wing extremists,2015,0,0,0,8
Terrorist Group,Right-wing extremists,2016,0,1,0,6
Terrorist Group,Right-wing extremists,2017,3,0,1,4
Terrorist Group,Rightist supporters of Democratic Alliance,1980,0,0,0,1
Terrorist Group,Rival Activists,1995,0,0,0,2
Terrorist Group,Rival Activists,1996,0,0,0,8
Terrorist Group,Rival Afghan Group,1996,0,0,0,1
Terrorist Group,Rival Bangledesh Chhatra League Faction,1995,0,0,0,1
Terrorist Group,Rival Parts,1994,0,0,0,1
Terrorist Group,Rival Party Members,1994,0,0,0,1
Terrorist Group,Rival Soccer Clubs,1994,0,0,0,1
Terrorist Group,"Rival Zulu Group, name not stated",1994,0,0,0,1
Terrorist Group,Rival caste,1996,0,0,0,5
Terrorist Group,Rival clan,1997,0,0,0,1
Terrorist Group,Rival peasant band,1996,0,0,0,1
Terrorist Group,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2004,0,29,0,3
Terrorist Group,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2005,0,0,0,1
Terrorist Group,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2007,0,0,0,2
Terrorist Group,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2009,0,1,0,2
Terrorist Group,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2010,0,1,0,1
Terrorist Group,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2011,0,0,0,1
Terrorist Group,Rizvon Sadirov Group,1997,0,0,0,2
Terrorist Group,Roberto Santucho Revolutionary Group,1976,0,0,0,1
Terrorist Group,Robin Food,1998,0,0,0,3
Terrorist Group,Robin Food,1999,0,0,0,1
Terrorist Group,Robin Garcia Student Front,1982,0,0,0,1
Terrorist Group,Rodolfo Walsh National Command,2001,0,0,0,1
Terrorist Group,Rodrigo Franco Command,1988,0,0,0,5
Terrorist Group,Rodrigo Franco Command,1989,0,0,0,7
Terrorist Group,Rodrigo Franco Command,1990,0,0,0,2
Terrorist Group,Rodrigo Franco Command,1991,0,0,0,1
Terrorist Group,Rohingya Solidarity Organization,1992,0,0,0,1
Terrorist Group,Rohingya Solidarity Organization,2012,0,0,0,1
Terrorist Group,Rohingya Solidarity Organization,2014,0,0,0,1
Terrorist Group,Rohingya extremists,2016,0,6,0,16
Terrorist Group,Rohingya extremists,2017,0,0,0,4
Terrorist Group,Roque Dalton Commando,1981,0,0,0,1
Terrorist Group,Rote Zora,1977,0,0,0,1
Terrorist Group,Rote Zora,1995,0,0,0,1
Terrorist Group,Rubicon (Rouvikonas),2015,0,0,0,2
Terrorist Group,Rubicon (Rouvikonas),2017,0,0,0,4
Terrorist Group,Rugovasit Group,2016,0,0,0,2
Terrorist Group,Ruminahui Front,1983,0,0,0,1
Terrorist Group,Runda Kumpulan Kecil (RKK),2008,0,0,0,14
Terrorist Group,Runda Kumpulan Kecil (RKK),2009,0,0,0,1
Terrorist Group,Runda Kumpulan Kecil (RKK),2010,0,0,0,3
Terrorist Group,Runda Kumpulan Kecil (RKK),2011,0,0,0,6
Terrorist Group,Runda Kumpulan Kecil (RKK),2012,0,0,0,17
Terrorist Group,Runda Kumpulan Kecil (RKK),2013,0,0,0,10
Terrorist Group,Runda Kumpulan Kecil (RKK),2014,0,0,0,8
Terrorist Group,Runda Kumpulan Kecil (RKK),2015,0,0,0,59
Terrorist Group,Runda Kumpulan Kecil (RKK),2016,0,0,0,28
Terrorist Group,Runda Kumpulan Kecil (RKK),2017,0,0,1,4
Terrorist Group,Russian Militia,1991,0,0,0,1
Terrorist Group,Russian Unity,2014,0,0,0,1
Terrorist Group,Russian separatists,1992,0,0,0,1
Terrorist Group,Russian separatists,2014,0,0,0,1
Terrorist Group,Rwanda Patriotic Front (RPF),1992,0,0,0,6
Terrorist Group,Rwanda Patriotic Front (RPF),1994,0,0,0,4
Terrorist Group,Rwanda Patriotic Front (RPF),1995,0,0,0,1
Terrorist Group,Rwenzururu Rebels,1990,0,0,0,2
Terrorist Group,S. O. S. France,1986,0,4,0,1
Terrorist Group,SFT,1970,0,0,0,1
Terrorist Group,SKIF Detachment,1999,0,0,0,1
Terrorist Group,SYS,1986,0,0,0,2
Terrorist Group,Sa'ad Militia,1997,0,0,0,1
Terrorist Group,Sabaot Land Defense Force (SLDF),2007,0,0,0,3
Terrorist Group,Sabaot Land Defense Force (SLDF),2008,0,0,0,1
Terrorist Group,Sabaot Land Defense Force (SLDF),2017,0,3,0,2
Terrorist Group,Sabaot Tribe,1992,0,0,0,1
Terrorist Group,Sabaot tribesmen,1992,0,0,0,1
Terrorist Group,Saffron Tigers,1985,0,0,0,1
Terrorist Group,Sagrado Corazon Fanatic Group,1997,0,0,0,1
Terrorist Group,Saharan Revolutionary Armed Front (FARS),1997,0,0,0,3
Terrorist Group,Saif-ul-Muslimeen,2003,0,0,0,1
Terrorist Group,Salafi Abu-Bakr al-Siddiq Army,2006,0,0,0,1
Terrorist Group,Salafi Abu-Bakr al-Siddiq Army,2010,0,0,0,1
Terrorist Group,Salafi Daawa Group,2004,0,0,0,1
Terrorist Group,Salafi Extremists,2009,0,0,0,1
Terrorist Group,Salafia Jihadia,2003,0,12,0,5
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),1999,0,0,0,6
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),2000,0,0,0,14
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),2001,0,2,0,14
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),2002,0,0,0,16
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),2003,0,9,0,28
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),2004,0,0,0,25
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),2005,0,7,0,42
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),2006,0,3,0,66
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),2007,0,0,0,2
Terrorist Group,Salafist Group for Preaching and Fighting (GSPC),2008,0,0,0,1
Terrorist Group,Salah al-Din Squad,1986,0,0,0,1
Terrorist Group,Salvadoran Guerrillas,1984,0,0,0,1
Terrorist Group,Salvadoran Guerrillas,1986,0,0,0,1
Terrorist Group,Sammilito Sangskritik Jote (Alliance of Cultural Forums),1994,0,0,0,1
Terrorist Group,Samyukta Janatantrik Terai Mukti Morcha (SJTMM),2008,0,0,0,2
Terrorist Group,Samyukta Janatantrik Terai Mukti Morcha (SJTMM),2010,0,0,0,3
Terrorist Group,Samyukta Jatiya Mukti Morcha (SJMM),2010,0,0,0,6
Terrorist Group,Samyukta Jatiya Mukti Morcha (SJMM),2011,0,0,0,1
Terrorist Group,Samyukta Jatiya Mukti Morcha (SJMM),2012,0,0,0,5
Terrorist Group,Samyukta Terai Madhes Mukti Party,2012,0,0,0,1
Terrorist Group,Sanaa Province of the Islamic State,2015,0,12,0,29
Terrorist Group,Sanaa Province of the Islamic State,2016,0,0,0,1
Terrorist Group,Sanatan Sanstha,2013,0,0,0,1
Terrorist Group,Sanatan Sanstha,2015,0,0,0,1
Terrorist Group,Sandinist People's Army (EPS),1983,0,0,0,1
Terrorist Group,Sandinist People's Army (EPS),1985,0,0,0,3
Terrorist Group,Sandinista National Liberation Front (FSLN),1970,0,0,0,1
Terrorist Group,Sandinista National Liberation Front (FSLN),1974,0,0,0,1
Terrorist Group,Sandinista National Liberation Front (FSLN),1975,0,0,0,1
Terrorist Group,Sandinista National Liberation Front (FSLN),1976,0,0,0,2
Terrorist Group,Sandinista National Liberation Front (FSLN),1977,0,0,0,5
Terrorist Group,Sandinista National Liberation Front (FSLN),1978,0,12,0,61
Terrorist Group,Sandinista National Liberation Front (FSLN),1979,0,25,1,126
Terrorist Group,Sandinista National Liberation Front (FSLN),1991,0,0,0,9
Terrorist Group,Sandinista National Liberation Front (FSLN),1992,0,0,0,1
Terrorist Group,Sandinista National Liberation Front (FSLN),1996,0,0,0,2
Terrorist Group,Sandinista Protester,1995,0,0,0,1
Terrorist Group,Sandinistas,1980,0,0,0,1
Terrorist Group,Sandinistas,1982,0,0,0,1
Terrorist Group,Sandinistas,1983,0,0,0,2
Terrorist Group,Sandinistas,1985,0,0,0,1
Terrorist Group,Sandinistas,1986,0,0,0,1
Terrorist Group,Sandinistas,1987,0,0,0,1
Terrorist Group,Sandinistas,1991,0,0,0,9
Terrorist Group,Sandinistas,1992,0,0,0,1
Terrorist Group,Sandinistas,1995,0,0,0,2
Terrorist Group,Sandval (union) Movement,1994,0,0,0,1
Terrorist Group,Sanghiya Limbuwan Committee (SLC),2011,0,0,0,1
Terrorist Group,Sanidila Secessionist Movement,1977,0,0,0,1
Terrorist Group,Sanidila Secessionist Movement,1978,0,0,0,1
Terrorist Group,Saor Eire (Irish Republican Group),1970,0,0,0,1
Terrorist Group,Saor Eire (Irish Republican Group),1971,0,0,0,1
Terrorist Group,Saraya Waad Allah,2015,0,0,0,1
Terrorist Group,Saraya Waad Allah,2017,0,0,0,2
Terrorist Group,Saraya al-Mukhtar,2014,0,0,0,1
Terrorist Group,Sardinian Autonomy Movement,2002,0,0,0,1
Terrorist Group,Sasna Tsrer,2016,0,3,0,1
Terrorist Group,Saudi Hezbollah,1996,109,0,0,1
Terrorist Group,Save Kashmir Movement,2002,0,0,0,1
Terrorist Group,Save Kashmir Movement,2004,0,0,0,2
Terrorist Group,Save Our Israel Land,1976,0,0,0,3
Terrorist Group,Save Uganda Movement,1979,0,0,0,3
Terrorist Group,Sayfullakh,2013,0,0,0,1
Terrorist Group,Scheutzen group,1984,0,2,0,1
Terrorist Group,Schiedam Youth Front,1986,0,0,0,1
Terrorist Group,Scooter Borne terrorists,1987,0,0,0,2
Terrorist Group,Scottish National Liberation Army,1983,0,0,0,2
Terrorist Group,Scottish National Liberation Army,1985,0,0,0,1
Terrorist Group,Scottish National Liberation Army,1986,0,0,0,2
Terrorist Group,Scottish National Liberation Army,2002,0,0,0,2
Terrorist Group,Scottish Nationalists,1983,0,0,0,1
Terrorist Group,Scottish Socialist Republican League,1981,0,0,0,2
Terrorist Group,Sea Shepherd Conservation Society,1986,0,0,0,1
Terrorist Group,Seaborne Moslem Raiders,1981,0,0,0,1
Terrorist Group,Seattle Liberation Front,1970,0,0,0,1
Terrorist Group,Secessionists,1980,0,0,0,1
Terrorist Group,Secessionists,1982,0,1,0,2
Terrorist Group,Secessionists,1983,0,0,0,1
Terrorist Group,Secessionists,2012,0,0,0,3
Terrorist Group,Secret Anti-Communist Army (ESA),1978,0,0,0,2
Terrorist Group,Secret Anti-Communist Army (ESA),1979,0,0,0,1
Terrorist Group,Secret Anti-Communist Army (ESA),1980,0,0,0,9
Terrorist Group,Secret Anti-Communist Army (ESA),1983,0,0,0,5
Terrorist Group,Secret Anti-Communist Army (ESA),1985,0,0,0,1
Terrorist Group,Secret Anti-Communist Army (ESA),1989,0,0,0,1
Terrorist Group,Secret Army Organization,1972,0,0,0,2
Terrorist Group,Secret Cuban Government,1971,0,0,0,2
Terrorist Group,Secret Cuban Government,1972,0,0,0,4
Terrorist Group,Secret Cuban Government,1973,0,0,0,2
Terrorist Group,Secret Organization Zero,1974,0,0,0,1
Terrorist Group,Secret Organization Zero,1975,0,0,0,1
Terrorist Group,Sect of Revolutionaries (Greece),2009,0,0,0,2
Terrorist Group,Sect of Revolutionaries (Greece),2010,0,0,0,1
Terrorist Group,Seiji Kesha Kokuyukai,1990,0,0,0,1
Terrorist Group,Seikijuku,1990,0,0,0,1
Terrorist Group,Seikijuku,1991,0,0,0,2
Terrorist Group,Sekihotai,1988,0,0,0,1
Terrorist Group,Sekihotai,1990,0,0,0,1
Terrorist Group,Seleka,2013,0,5,0,1
Terrorist Group,Seleka,2014,0,65,4,22
Terrorist Group,Seleka,2015,0,5,2,9
Terrorist Group,Seleka,2016,0,0,0,2
Terrorist Group,Self Defense Forces,1996,0,0,0,1
Terrorist Group,Self-Defense Against All Authority,1980,0,0,0,1
Terrorist Group,Self-Defense Group of Imghad Tuaregs and Allies (GATIA),2015,0,3,0,3
Terrorist Group,"Senki (""Battle Flag"")",1983,0,0,0,5
Terrorist Group,"Senki (""Battle Flag"")",1984,0,0,0,1
Terrorist Group,"Senki (""Battle Flag"")",1986,0,0,0,2
Terrorist Group,Separatist Arab Guerrillas,1979,0,0,0,1
Terrorist Group,Separatist Clandestine Organization,1984,0,0,0,1
Terrorist Group,Separatists,1980,0,0,0,2
Terrorist Group,Separatists,1981,0,0,0,1
Terrorist Group,Separatists,1984,1,5,0,22
Terrorist Group,Separatists,1985,0,4,0,10
Terrorist Group,Separatists,1986,0,3,0,19
Terrorist Group,Separatists,1987,0,0,0,57
Terrorist Group,Separatists,1990,0,0,0,1
Terrorist Group,Separatists,1992,0,0,0,1
Terrorist Group,Separatists,1995,0,0,0,12
Terrorist Group,Separatists,1996,0,0,0,27
Terrorist Group,Separatists,1997,0,0,0,20
Terrorist Group,Separatists,1999,0,15,0,9
Terrorist Group,Separatists,2000,0,0,0,4
Terrorist Group,Separatists,2001,0,0,0,2
Terrorist Group,Separatists,2002,0,0,0,16
Terrorist Group,Separatists,2003,0,0,0,1
Terrorist Group,Separatists,2007,0,0,0,5
Terrorist Group,Separatists,2008,0,0,0,2
Terrorist Group,Separatists,2011,0,0,0,5
Terrorist Group,Separatists,2012,0,0,1,66
Terrorist Group,Separatists,2013,0,0,0,83
Terrorist Group,Separatists,2014,0,0,0,104
Terrorist Group,Separatists,2015,0,0,0,53
Terrorist Group,Separatists,2016,0,44,0,49
Terrorist Group,Separatists,2017,0,5,0,18
Terrorist Group,September 11,2001,0,0,0,1
Terrorist Group,September 11,2003,0,0,0,3
Terrorist Group,September 11 Commandos,1986,0,0,0,1
Terrorist Group,September 11 Commandos,1990,0,0,0,2
Terrorist Group,September 17 Organization,1984,0,0,0,1
Terrorist Group,Serb Radical Party,2000,0,0,0,1
Terrorist Group,Serb demonstrators,1997,2,0,0,1
Terrorist Group,Serbian Gangsters,1994,0,0,0,1
Terrorist Group,Serbian Nationalists,1979,0,0,0,1
Terrorist Group,Serbian Nationalists,1991,0,0,0,3
Terrorist Group,Serbian extremists,1991,0,0,0,7
Terrorist Group,Serbian extremists,1999,0,0,0,2
Terrorist Group,Serbian guerrillas,1991,0,0,0,6
Terrorist Group,Serbian guerrillas,1992,0,0,0,11
Terrorist Group,Serbian irregulars,1992,0,0,0,2
Terrorist Group,Serbian rebels,1991,0,0,0,2
Terrorist Group,Serbs,1991,0,1,0,1
Terrorist Group,Serbs,1997,0,0,0,3
